"Scientific Name","Common Name","Other Common Names","Growth Form","Ecoregion III","Ecoregion IV","Min Height","Max Height","Min Spread","Max Spread","Leaf Retention","Lifespan","Soil","Light","Water","Native Habitat","Bloom Season","Bloom Color","Seasonal Interest","Wildlife Benefit","Maintenence","Comments","References"
"Ipomoea leptophylla","Bush Morning Glory","","[""Herbaceous""]","Edwards Plateau, High Plains, Southwestern Tablelands",", , , , Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift, , Arid Llano Estacado,Canadian/Cimarron High Plains,Llano Estacado,Rolling Sand Plains,Shinnery Sands, , Canadian/Cimarron Breaks,Semiarid Canadian Breaks, , ","1","3","1","3","Deciduous","Perennial","Sand, Gravelly, Dry","Part Shade","Low","[""Grassland""]","Spring, Summer","Pink, Purple","Nectar, Pollen","Butterflies, Hummingbirds, Bees","Low maintenance long lived perennial. Prefers dry grasslands, roadsides, and somewhat disturbed areas. Does well in Xeriscapes. Large tuber makes plant drought-tolerant but difficult to transplant. Propagation: seed.","Blooms May-September. Forms large rounded mounds, with arching stems, and delicate, linear leaves. Large, lavender, funnel-shaped flowers with darker red throats, open in the morning and close in the afternoon. The fruit is a capsule. This beautiful wildflower is representative of several species of Ipomoea that are not vines.","1)  Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPLE. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=7865&locationType=County&mapType=Normal. 4)  Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg 193, 194, 5) Miller George O., Landscaping with Native Plants of Texas 2nd ed, pg 5) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30778#null, 6) https://www.prairiemoon.com/ipomoea-leptophylla-bush-morning-glory, 7) https://www.highplainsgardening.com/plant-profiles/ipomea-leptophylla, 8) https://plantflowerseeds.com/products/ipomoea-leptophylla-lavender-moonvine-bush-moonflower-5-seeds"
"Ipomoea lindheimeri","Lindheimer's Morning Glory","Blue Morning Glory","[""Vine""]","Chihuahuan Deserts, Edwards Plateau",", Chihuahuan Basins and Playas,Chihuahuan Desert Grasslands,Chihuahuan Montane Woodlands,Low Mountains and Bajadas,Stockton Plateau, , , Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, , , Northern Nueces Alluvial Plains,Semiarid Edwards Bajada, , , ","3","15","0.5","1","Deciduous","Perennial","Rocky, Dry","Sun","Low","[""Grassland""]","Spring, Summer, Fall","White, Blue","Seeds, Nectar, Pollen","Butterflies, Birds, Hummingbirds, Bees","Hardy, long-blooming. Grows well under dry conditions. Self-seeds freely. Deadhead if you do not want volunteer seedlings next season. Native habitat: ravines and stream bottoms. WARNING: seeds are poisonous to humans. Propagation: seed.","Blooms April-October. A low twining or trailing vine, with delicate, attractive lobed foliage. Fragrant, trumpet-shaped. sky blue flowers, with white centers, that open in the morning and close before noon. The fruit is a capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPLI. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=7867&locationType=County&mapType=Normal, 4) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30780#null, 5) https://davesgarden.com/guides/pf/go/104857, 6) https://garden.org/plants/view/82641/Lindheimers-Morning-Glory-Ipomoea-lindheimeri/"
"Ipomoea pes-caprae","Railroad Vine","Goat-foot Morning glory, Bayhops, Beach Morning Glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","15","Evergreen","Perennial","Sand, Loam, Saline","Sun, Part Shade","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","Red, Purple","Nectar, Flowers","Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. but regular pruning may be needed to control spread. Fast growing and drought tolerant. Makes an excellent ground cover. Often used for beach stabilization. Adds attractive foliage and flower color to the garden. Allow the soil to dry out between waterings to avoid root rot. Native habitat: coastal sand dunes. Propagation: seed.","Blooms January-December. Vine with creeping stem, but erect flower stalks. The name ""goat's foot,"" refers to the shape of the leaf. Produces showy, funnel shaped flowers. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30787&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPPE, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+pes-caprae&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 197). Texas A&M University Press.. 6) https://plantologyusa.com/products/railroad-vine-ipomoea-pes-caprae"
"Ipomoea pes-caprae","Railroad Vine","Goat-foot Morning glory, Bayhops, Beach Morning Glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","15","Evergreen","Perennial","Sand, Loam, Saline","Sun, Part Shade","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","Red, Purple","Nectar, Flowers","Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. but regular pruning may be needed to control spread. Fast growing and drought tolerant. Makes an excellent ground cover. Often used for beach stabilization. Adds attractive foliage and flower color to the garden. Allow the soil to dry out between waterings to avoid root rot. Native habitat: coastal sand dunes. Propagation: seed.","Blooms January-December. Vine with creeping stem, but erect flower stalks. The name ""goat's foot,"" refers to the shape of the leaf. Produces showy, funnel shaped flowers. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30787&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPPE, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+pes-caprae&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 197). Texas A&M University Press.. 6) https://plantologyusa.com/products/railroad-vine-ipomoea-pes-caprae"
"Ipomoea pes-caprae","Railroad Vine","Goat-foot Morning glory, Bayhops, Beach Morning Glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","15","Evergreen","Perennial","Sand, Loam, Saline","Sun, Part Shade","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","Red, Purple","Nectar, Flowers","Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. but regular pruning may be needed to control spread. Fast growing and drought tolerant. Makes an excellent ground cover. Often used for beach stabilization. Adds attractive foliage and flower color to the garden. Allow the soil to dry out between waterings to avoid root rot. Native habitat: coastal sand dunes. Propagation: seed.","Blooms January-December. Vine with creeping stem, but erect flower stalks. The name ""goat's foot,"" refers to the shape of the leaf. Produces showy, funnel shaped flowers. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=30787&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPPE, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+pes-caprae&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 197). Texas A&M University Press.. 6) https://plantologyusa.com/products/railroad-vine-ipomoea-pes-caprae"
"Ipomopsis aggregata","Scarlet Standing Cypress","Skyrocket, Scarlet Gilia, Skunkflower","[""Herbaceous""]","Chihuahuan Deserts",", Chihuahuan Basins and Playas,Chihuahuan Desert Grasslands,Chihuahuan Montane Woodlands,Low Mountains and Bajadas,Stockton Plateau, , , , , , , , , ","3","6","0.25","0.5","Deciduous","Biennial","Sand, Loam, Well Drained, Dry","Part Shade","Low","[""Grassland"",""Woodland""]","Spring, Summer","Red","Nectar","Hummingbirds","Showy, attractive accent for landscape. Let the flowers go to seed to keep up the biennial cycle: low rosettes in the first year and 2-4 ft tall plants with flowers the second year. Rosettes can be transplanted to other parts of your garden, in late fall, but dig deep to get the tap roots. Propagation: seed.","Blooms May-October. Grows with a tall, upright form. In upper leaf axils and at tops of sparsely-leaved stems are clusters of bright red or deep pink, trumpet-shaped flowers. Deeply lobed leaves have a faint skunky smell. The fruit is a capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPAG. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=19295&locationType=County&mapType=Normal. 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomopsis+aggregata&formsubmit=Search+Terms. 5) Wasowski, Sally and Wasowski, Andy, Native Texas Plants, Landscaping Region by Region, 1988, 1991, pg 156. 6) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=31192#null"
"Ipomopsis rubra","Standing Cypress","Texas Plume, Red Texas Star, Red Gilia","[""Herbaceous""]","Central Great Plains, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain","Limestone Plains, , Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Northern Humid Gulf Coastal Prairies, , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Southern Tertiary Uplands,Tertiary Uplands","2","4","0.5","1","Deciduous","Biennial","Sand, Loam, Limestone, Well Drained, Dry","Sun, Part Shade","Low, Medium","[""Grassland""]","Summer","Red, Orange, Yellow","Nectar","Nectar Insects, Hummingbirds","Easy to grow and drought tolerant. A biennial that forms a rosette during the first year and blooms during the second year. Flowers stalks can be cut to encourage a second bloom, or allow to reseed. Cut back after it becomes dormant. Supplemental water will bring on more flowers on stalks. Native habitat: dry, sandy or rocky fields, open woods, Central and East Texas. Propagation: seed.","Blooms May-September. Tall, stiff, unbranched stems with a dense covering of linear, deeply divided leaves. Showy, red, long-tubed flowers, flaring at the rim. They are arranged in a thick spike, opening from the tip of the stem downward. The fruit is a three-chambered capsule, which splits open lengthwise along the outside into each chamber.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 156. 4) https://www.wildflower.org/plants/result.php?id_plant=IPRU2 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomopsis+rubra&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=19296&locationType=County&mapType=Normal. 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=31219#null, 8) https://seedsource.com/standing-cypress/"
"Iris brevicaulis","Zigzag Iris","","[""Herbaceous""]","Gulf Coast Prairies and Marshes, Western Gulf Coastal Plain",", , , , , Northern Humid Gulf Coastal Prairies, , , , , Flatwoods,Southern Tertiary Uplands","1","2","0.5","1","Semi Evergreen","Perennial","Loam, Clay, Moist","Sun, Part Shade, Shade","Medium, High","[""Woodland"",""Wetland or Riparian""]","Spring","White, Yellow, Blue, Purple","Fruit, Nectar","Birds, Hummingbirds","Popular ornamentals. Works well in partially shaded rock gardens, perennial borders, rain gardens, ponds and streams. If kept moist, will stay evergreen. Spreads by rhizomes. Makes nice cut flowers. Propagation: clump division, seed.","Blooms March-June. Low growing, with zig-zag stems. Long, arching, linear, leaves. Showy purple to white flowers are made up of dark-veined petals and sepals. The sepals are longer than the petals and have a yellow patch toward the base. The fruit is a capsule.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IRBR2. 3) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Iris+brevicaulis&formsubmit=Search+Terms. 4) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=12910&locationType=County&mapType=Normal., 5) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=43192#null, 6) https://www.gardenia.net/plant/iris-brevicaulis"
"Iris virginica","Southern Blue Flag Iris","Virginia Iris, Great Blue Flag","[""Herbaceous"",""Wetland""]","Gulf Coast Prairies and Marshes, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, , Northern Humid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","3","1","2","Deciduous","Perennial","Rich, Moist","Sun","High","[""Wetland or Riparian""]","Spring, Summer","White, Yellow, Blue, Purple, Violet","Nectar, Pollen","Butterflies, Hummingbirds, Bees","Usually grows in large patches that expand outward from rhizomes. Will not bloom well if it has more shade than sun. It grows best in moist soils that are not too heavy but will tolerate some brief flooding early in the season and moderate dryness in late summer. Works well in rain gardens, edges of ponds, or lily pools. Native habitat: marshes, wet pinelands, swamps, wet meadows. WARNING: the roots and foliage are mildly toxic, so animals tend to not eat this plant. Propagation: seed, root division, clump division.","Blooms May-July. Grows from rhizomes, bulbs, or corms. Narrow basal leaves with stems that often lie on the ground after flowering. Three to four flowers are usually growing together. There is a yellow blotch on the lower sepal where it joins a small upper lip; a mark that helps to distinguish the flower from those of Iris versicolor, Northern Blue Flag Iris. The fruit is an oval capsule.
","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=43197#null; 2) https://www.wildflower.org/plants/result.php?id_plant=IRVI; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=12930&locationType=County&mapType=Normal; 5) https://mowildflowers-net.3dcartstores.com/Southern-Blue-Flag-Iris-virginica_p_487.html#:~:text=Southernblueflagisa,tonoteatthisplant., 6) https://www.prairiemoon.com/iris-virginica-var-shrevei-southern-blue-flag, 7) https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=281166&isprofile=1&basic=Iris%20virginica, 8) Rayjacksonia phyllocephala wildlife benefit"
"Iris virginica","Southern Blue Flag Iris","Virginia Iris, Great Blue Flag","[""Herbaceous"",""Wetland""]","Gulf Coast Prairies and Marshes, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, , Northern Humid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","2","3","1","2","Deciduous","Perennial","Rich, Moist","Sun","High","[""Wetland or Riparian""]","Spring, Summer","White, Yellow, Blue, Purple, Violet","Nectar, Pollen","Butterflies, Hummingbirds, Bees","Usually grows in large patches that expand outward from rhizomes. Will not bloom well if it has more shade than sun. It grows best in moist soils that are not too heavy but will tolerate some brief flooding early in the season and moderate dryness in late summer. Works well in rain gardens, edges of ponds, or lily pools. Native habitat: marshes, wet pinelands, swamps, wet meadows. WARNING: the roots and foliage are mildly toxic, so animals tend to not eat this plant. Propagation: seed, root division, clump division.","Blooms May-July. Grows from rhizomes, bulbs, or corms. Narrow basal leaves with stems that often lie on the ground after flowering. Three to four flowers are usually growing together. There is a yellow blotch on the lower sepal where it joins a small upper lip; a mark that helps to distinguish the flower from those of Iris versicolor, Northern Blue Flag Iris. The fruit is an oval capsule.
","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=43197#null; 2) https://www.wildflower.org/plants/result.php?id_plant=IRVI; 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=12930&locationType=County&mapType=Normal; 5) https://mowildflowers-net.3dcartstores.com/Southern-Blue-Flag-Iris-virginica_p_487.html#:~:text=Southernblueflagisa,tonoteatthisplant., 6) https://www.prairiemoon.com/iris-virginica-var-shrevei-southern-blue-flag, 7) https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=281166&isprofile=1&basic=Iris%20virginica, 8) Rayjacksonia phyllocephala wildlife benefit"
